126	0	붕대 II
127	0	붕대 III
128	0	붕대 IV
129	1	활력의 성수
130	1	MP 회복 물약
131	3	[캐릭터 귀속]샤칸의 발톱 목걸이
132	3	샤칸의 발톱 목걸이
133	0	마을 이동 주문서: 여명의 정원
134	0	마을 이동 주문서: 벌목꾼 마을
135	0	마을 이동 주문서: 초승달 마을
136	0	마을 이동 주문서: 포폴리온
137	0	마을 이동 주문서: 포라 엘리누
138	0	마을 이동 주문서: 선인장 마을
139	0	마을 이동 주문서: 사막의 쉼터
140	0	마을 이동 주문서: 거친 항구
141	0	마을 이동 주문서: 케스타니카
142	0	마을 이동 주문서: 발데론
143	0	도시 이동 주문서: 벨리카
144	0	마을 이동 주문서: 개척민 마을
145	0	마을 이동 주문서: 트리아
146	0	마을 이동 주문서: 트랄리온
147	0	마을 이동 주문서: 아카룸
148	0	마을 이동 주문서: 콜드락
149	0	마을 이동 주문서: 뉴 엘레논
150	0	마을 이동 주문서: 방패의 요새
151	0	도시 이동 주문서: 알레만시아
152	0	마을 이동 주문서: 드래곤 폴
153	0	마을 이동 주문서: 요정의 안식처
154	0	마을 이동 주문서: 티르카이 보급소
155	0	마을 이동 주문서: 연합군 지휘소
156	0	마을 이동 주문서: 칸스트리아
157	0	마을 이동 주문서: 다반의 성지
158	0	마을 이동 주문서: 희망의 마을
159	0	도시 이동 주문서: 카이아도르
160	0	이동 주문서: 안전한 장소
161	0	[캐릭터 귀속]스킬교본: 잿빛 군마 소환 I
162	0	[캐릭터 귀속]스킬교본: 황색 군마 소환 I
163	0	[캐릭터 귀속]스킬교본: 회색 군마 소환 I
164	0	[캐릭터 귀속]스킬교본: 적색반점 군마 소환 I
165	0	[캐릭터 귀속]스킬교본: 청색반점 군마 소환 I
166	0	스킬교본: 잿빛 군마 소환 I
167	0	스킬교본: 황색 군마 소환 I
168	0	스킬교본: 회색 군마 소환 I
169	0	스킬교본: 적색반점 군마 소환 I
170	0	스킬교본: 청색반점 군마 소환 I
171	1	전투 활력의 성수
172	1	마법 붕대 I
173	1	마법 붕대 II
174	1	마법 붕대 III
175	1	마법 붕대 IV
176	1	마법 붕대 V
177	1	마법 붕대 VI
178	1	의문의 부적 - 힘 증가
179	1	의문의 부적 - 치명타 발생 증가
180	1	의문의 부적 - 공격 속도 증가
181	1	의문의 부적 - 다운 발생 증가
182	1	신비한 부적 - 맷집 증가
183	1	신비한 부적 - 치명타 저항 증가
184	1	신비한 부적 - 다운 저항 증가
185	1	신비한 부적 - 상태 약화 저항 증가
186	1	신비한 부적 - 지속 피해 저항 증가
187	1	신비한 부적 - 행동 불능 저항 증가
188	1	신비한 부적 - 데미지 되돌림
189	1	이상한 부적 - 최대 HP 증가
190	1	이상한 부적 - 최대 MP 증가
191	1	이상한 부적 - HP 지속 회복
192	1	이상한 부적 - MP 지속 회복
193	1	이상한 부적 - 이동 속도 증가
194	1	신속 부활 주문서
195	1	이동 주문서: 사령술 연구소 입구
196	1	이동 주문서: 황금의 미궁 입구
197	1	이동 주문서: 비밀 기지 입구
198	1	이동 주문서: 밤피르의 저택 입구
199	1	이동 주문서: 사교도의 은신처 입구
200	1	이동 주문서: 아카샤의 은신처 입구
201	0	코치닐 염색약 묶음
202	0	알리자린 염색약 묶음
203	0	베니바나 염색약 묶음
204	0	말라카이트 염색약 묶음
205	0	인디고 염색약 묶음
206	2	고급 염색약 묶음
207	0	티리언 염색약 묶음
208	0	알쏭달쏭 염색약 묶음
209	0	코치닐 딱정벌레
210	0	알리자린 뿌리
211	0	베니바나 꽃
212	0	말라카이트 광석
213	0	인디고 풀
214	0	페로시안 광석
215	0	티리언 달팽이
216	0	빈 병 묶음
217	0	코치닐 염색 키트
218	0	알리자린 염색 키트
219	0	베니바나 염색 키트
220	0	말라카이트 염색 키트
221	0	인디고 염색 키트
222	0	먼셀 염색 키트
223	0	티리언 염색 키트
224	0	수제 코치닐 염색약 묶음
225	0	수제 알리자린 염색약 묶음
226	0	수제 베니바나 염색약 묶음
227	0	수제 말라카이트 염색약 묶음
228	0	수제 인디고 염색약 묶음
229	0	수제 먼셀 염색약 묶음
230	0	수제 티리언 염색약 묶음
231	1	고급 수제 코치닐 염색약 묶음
232	1	고급 수제 알리자린 염색약 묶음
233	1	고급 수제 베니바나 염색약 묶음
234	1	고급 수제 말라카이트 염색약 묶음
235	1	고급 수제 인디고 염색약 묶음
236	1	고급 수제 먼셀 염색약 묶음
237	1	고급 수제 티리언 염색약 묶음
238	0	고급 코치닐 염색약 묶음
239	0	고급 알리자린 염색약 묶음
240	0	고급 베니바나 염색약 묶음
241	0	고급 말라카이트 염색약 묶음
242	0	고급 인디고 염색약 묶음
243	0	고급 페로시안 염색약 묶음
244	0	고급 티리언 염색약 묶음
245	0	붉은색 염색약 묶음(샘플)
246	0	주황색 염색약 묶음(샘플)
247	0	노란색 염색약 묶음(샘플)
248	0	녹색 염색약 묶음(샘플)
249	0	파란색 염색약 묶음(샘플)
250	0	보라색 염색약 묶음(샘플)
251	1	칠흑의 염색약 묶음(샘플)
252	1	순백의 염색약 묶음(샘플)
301	0	캐릭터 종족 변경권
302	0	캐릭터 성별 변경권
303	0	캐릭터 외모 변경권
304	0	스킬교본: 칠흑의 군마 소환
305	0	카이아의 속박
306	0	스킬교본: 훈련된 잿빛 군마 소환
307	0	스킬교본: 적색반점 군마 소환
308	0	행운의 황금알
309	0	행운의 백은알
310	0	행운의 청동알
311	0	스마트 TV 응모권
312	0	노트북 응모권
313	0	그래픽 카드 응모권
314	0	LED 모니터 응모권
315	0	문화상품권 응모권
316	0	스킬교본: 지옥불 군마 소환
317	1	행운의 구슬
318	3	발로나의 럭키스타 쌍검
319	3	발로나의 럭키스타 창
320	3	발로나의 럭키스타 대검
321	3	발로나의 럭키스타 도끼
322	3	발로나의 럭키스타 원반
323	3	발로나의 럭키스타 활
324	3	발로나의 럭키스타 지팡이
325	3	발로나의 럭키스타 마법봉
326	1	이동 주문서: 살레론의 공중정원 입구
327	1	이동 주문서: 공포의 미궁 입구
328	1	이동 주문서: 검은 탑 입구
329	1	이동 주문서: 켈사이크의 둥지 입구
330	0	캐릭터 이름 변경권
331	0	캐릭터 종족 변경권
332	0	캐릭터 성별 변경권
333	0	캐릭터 외모 변경권
334	0	바하르의 선전포고
335	0	카이아의 중재
336	0	스킬교본: 훈련된 회색 군마 소환
337	1	미니 폭죽
338	1	폭죽 세트
339	1	스마일 폭죽
340	0	아린 공주의 마법 꾸러미
341	0	리다 공주의 부적 꾸러미
342	3	강철 보물상자
343	2	낡은 보물상자
344	1	장인의 등불
345	1	송편
346	1	수행의 구슬
347	2	신형의 물약
348	2	비비슈의 용해제
349	2	금빛의 모래
350	0	스킬교본: 신병의 군마 I 소환
351	0	스킬교본: 신병의 군마 II 소환
352	0	스킬교본: 무법자 선언
353	1	이동 주문서: 비비슈의 실험실 입구
354	1	크리스탈 보호 주문서
355	1	에너지 농축액
356	1	수련의 구슬
357	1	극한의 구슬
358	0	크로노스크롤 7일
359	1	호박파이
360	1	사과캔디
361	1	악령의 등불
362	1	연합 보급품 : 신속 부활 주문서
363	3	아마룬의 혈석 목걸이
364	2	자수정
365	2	진주
366	2	루비
367	2	사파이어
368	2	에메랄드
369	2	다이아몬드
370	1	카이아의 선물 상자
371	0	포타의 선물 교환권
372	0	크로노스크롤 30일
373	0	크로노스크롤 90일
374	1	이동 주문서: 자바르만 돔 입구
375	1	이동 주문서: 굴라드쉬의 결계 입구
376	0	빛나는 황금알
377	3	빛나는 황금의 목걸이
378	1	스킬교본: 훈련된 흑마 소환
379	1	스킬교본: 황금마 소환
380	1	스킬교본: 고대의 전투 군마 소환
381	1	스킬교본: 훈련된 백색 전투마 소환
382	1	스킬교본: 훈련된 얼룩마 소환
383	1	스킬교본: 훈련된 죽음의 군마 소환
384	1	스킬교본: 숫사자 소환
385	1	스킬교본: 암사자 소환
386	0	후발대 보급품
387	3	연합 보급품: 벨릭의 혈석 목걸이
388	3	연합 보급품: 샤칸의 혈석 목걸이
389	1	연합 보급품: 레린의 마법 붕대
390	1	연합 보급품: 완전한 부활 주문서
391	1	연합 보급품: 크리스탈 보호 주문서
392	1	연합 보급품: 장인의 등불
393	0	연합 보급품: 강력한 급속 성장 물약
394	0	연합 보급품: 강력한 HP 회복 시약
395	0	연합 보급품: 강력한 MP 회복 시약
396	1	연합 보급품: 완전한 크리스탈 보호 주문서
397	1	고대의 연합보급품: 인던초기화 주문서
398	2	연합 보급품: 완전한 태고의 재봉인 주문서
399	0	옵션 리셋 주문서
400	0	산타 양초
401	1	호문쿨루스 산타캣 2급 봉인석
402	0	도둑맞은 선물 상자
403	0	잃어버린 선물 상자
404	0	T-cat 20개 꾸러미
405	0	TERADEMY
406	1	스킬교본: 훈련된 흑표범 소환
407	0	원정대 포상
408	1	원정대 포상 I
409	1	원정대 포상 II
410	1	원정대 포상 III
411	1	원정대 포상 IV
412	0	북미유럽 스킬교본: 백색 군마 소환
413	0	북미유럽 스킬교본: 잿빛 군마 소환
414	0	북미유럽 스킬교본: 청색반점 군마 소환
415	0	북미유럽 스킬교본: 회색 군마 소환
416	0	북미유럽 스킬교본: 적색반점 군마 소환
417	0	북미유럽 스킬교본: 황색 군마 소환
418	1	스킬교본: 백사자 소환
419	3	북미유럽 벨릭의 강물 귀걸이
420	0	마을 이동 주문서: 아지스 연구소
421	3	북미유럽 세렌의 모래 반지
422	3	북미유럽 벨릭의 혈석 목걸이
423	3	북미유럽 샤칸의 혈석 목걸이
424	0	벨릭의 축제 모자
425	0	스킬교본: 벨릭의 축제 군마 소환
426	3	벨릭의 축제 반지 : 적대
427	3	벨릭의 축제 반지 : 피해
428	3	벨릭의 축제 반지 : 회복
429	1	의문의 회색 광석
430	1	연합 보급품: 빛나는 단련의 가루
431	0	망친 초코렛
432	0	커플지옥의 편지
433	0	사랑의 편지
434	0	하트 초콜릿
435	0	하트 막대 사탕
436	0	황금 편지
437	1	탐사대용 치유의 물약
438	1	탐사대용 급속 마력의 물약
439	0	빛나는 사탕
440	0	검은 시공의 대형 구슬
441	0	검은 시공의 소형 구슬
442	1	이동 주문서: 발더의 신전 입구
443	1	이동 주문서: 버려진 회당 입구
444	2	용맹의 물약
445	1	보존의 가루
446	1	상급 강화제
447	1	(구)명품 강화제
448	1	보급품 : 상급 강화제
449	1	이동 주문서: 실유카 회랑 입구
450	1	스킬교본: 혹한의 얼음군마 소환
451	1	스킬교본: 바하르의 사자 소환
452	1	스킬교본: 망자의 해골 군마 소환
453	1	스킬교본: 수다쟁이 쿠카 H 소환
454	1	스킬교본: 변덕쟁이 챠카 H 소환
455	1	스킬교본: 훈련된 카마로스 소환
457	1	스킬교본: 연맹용 사자
498	1	용 폭죽
499	1	이동 주문서: 업화의 구덩이 입구
500	1	이동 주문서: 샨드라, 멜디티아 입구
501	0	하급 무기 제련석
502	0	일반 무기 제련석
503	0	고급 무기 제련석
504	0	특수 무기 제련석
505	0	상급 무기 제련석
506	1	하급 무기 제련서판
507	1	일반 무기 제련서판
508	1	고급 무기 제련서판
509	1	특수 무기 제련서판
510	1	상급 무기 제련서판
511	0	하급 방어구 제련석
512	0	일반 방어구 제련석
513	0	고급 방어구 제련석
514	0	특수 방어구 제련석
515	0	상급 방어구 제련석
516	1	하급 방어구 제련서판
517	1	일반 방어구 제련서판
518	1	고급 방어구 제련서판
519	1	특수 방어구 제련서판
520	1	상급 방어구 제련서판
521	0	땅의 각인
522	0	요정의 각인
523	0	숲의 각인
524	0	요마의 각인
525	0	여신의 각인
526	1	대지의 각인
527	1	정령의 각인
528	1	자연의 각인
529	1	마력의 각인
530	1	태고의 각인
531	0	하급 염료
532	0	하급 정련석
533	0	하급 마석
534	0	하급 유제
535	0	일반 염료
536	0	일반 정련석
537	0	일반 마석
538	0	일반 유제
539	0	고급 염료
540	0	고급 정련석
541	0	고급 마석
542	0	고급 유제
543	0	정제된 염료
544	0	정제된 정련석
545	0	정제된 마석
546	0	정제된 유제
547	0	장인의 염료
548	0	장인의 정련석
549	0	장인의 마석
550	0	장인의 유제
551	3	조각난 괴수의 파편
552	3	완전한 괴수의 파편
553	1	명예의 전리품
554	3	실유카의 은화
555	3	실유카의 금화
556	0	명예의 훈장
557	1	할로윈 케이크
558	0	달콤한 호박 파이 
559	1	할로윈 사탕 바구니 
560	1	할로윈 사탕
561	2	눈싸움 전장의 전리품
562	0	눈뭉치
563	0	끈적끈적 눈뭉치 폭탄
564	0	헤롱헤롱 눈뭉치 폭탄
565	0	고약한 눈뭉치 폭탄
566	2	오르피우스의 메달
649	0	이동속도 구슬
650	0	스킬교본: 속박된 지옥불 군마 소환
668	1	눈싸움 전용 부활 주문서
703	0	균열의 기운
710	1	자라나는 수호자를 위한 명품 강화제 10단계
790	2	완전한 단련의 가루 (거래 불가)
791	2	진귀한 단련의 가루 (거래 불가)
807	1	보존의 가루 7단계
808	1	보존의 가루 8단계
809	1	보존의 가루 9단계
810	1	보존의 가루 10단계
811	1	보존의 가루 11단계
812	1	보존의 가루 12단계
907	2	완전한 태고의 재봉인 주문서 7단계
908	2	완전한 태고의 재봉인 주문서 8단계
909	2	완전한 태고의 재봉인 주문서 9단계
910	2	완전한 태고의 재봉인 주문서 10단계
911	2	완전한 태고의 재봉인 주문서 11단계
912	2	완전한 태고의 재봉인 주문서 12단계
1001	0	거친 섬유
1002	0	구리 광석
1003	0	대지의 정수
1004	0	거친 가죽
1005	0	굵은 섬유
1006	0	철광석
1007	0	정령의 정수
1008	0	딱딱한 가죽
1009	0	고운 섬유
1010	0	미스릴 광석
1011	0	자연의 정수
1012	0	질긴 가죽
1013	0	가벼운 섬유
1014	0	셀레시움 광석
1015	0	마력의 정수
1016	0	두터운 가죽
1017	0	빛나는 섬유
1018	0	테라리움 광석
1019	0	태고의 정수
1020	0	단단한 가죽
1021	0	거친 옷감
1022	0	구리 판금
1023	0	대지의 정석
1024	0	하급 피혁
1025	0	투박한 옷감
1026	0	강철 판금
1027	0	요정의 정석
1028	0	일반 피혁
1029	0	고운 옷감
1030	0	미스릴 판금
1031	0	자연의 정석
1032	0	고급 피혁
1033	0	가벼운 실크
1034	0	셀레시움 판금
1035	0	마력의 정석
1036	0	특수가공 피혁
1037	0	빛나는 실크
1038	0	테라리움 판금
1039	0	빛나는 정석
1040	0	명장의 피혁
1051	1	순도높은 거친 섬유
1052	1	순도높은 구리 광석
1053	1	순도높은 대지의 정수
1054	1	순도높은 거친 가죽
1055	1	순도높은 굵은 섬유
1056	1	순도높은 철광석
1057	1	순도높은 정령의 정수
1058	1	순도높은 딱딱한 가죽
1059	1	순도높은 고운 섬유
1060	1	순도높은 미스릴 광석
1061	1	순도높은 자연의 정수
1062	1	순도높은 질긴 가죽
1063	1	순도높은 가벼운 섬유
1064	1	순도높은 셀레시움 광석
1065	1	순도높은 마력의 정수
1066	1	순도높은 두터운 가죽
1067	1	순도높은 빛나는 섬유
1068	1	순도높은 테라리움 광석
1069	1	순도높은 태고의 정수
1070	1	순도높은 단단한 가죽
1071	1	활력의 잎사귀
1072	1	정령의 날개조각
1073	0	마법 양피지
1074	0	재생의 연고
1075	0	광석 분쇄기
1076	0	행운의 잉크
1077	0	강력함의 잉크
1078	0	광폭함의 잉크
1079	0	민첩함의 잉크
1080	0	신속함의 잉크
1081	0	단단함의 잉크
1082	0	의지의 조각
1083	0	의식의 조각
1084	0	저항의 조각
1085	0	효과 강화제
1086	0	회복의 가루
1087	0	유리 병
1088	0	은신의 가루
1089	0	구리 광석 분말
1090	0	철 광석 분말
1091	0	미스릴 광석 분말
1092	0	셀레시움 광석 분말
1093	0	테라리움 광석 분말
1094	0	정령의 연고
1095	0	활력의 연고
1096	0	거친 섬유 고약
1097	0	굵은 섬유 고약
1098	0	고운 섬유 고약
1099	0	가벼운 섬유 고약
1100	0	빛나는 섬유 고약
1101	1	순도높은 거친 섬유 고약
1102	1	순도높은 굵은 섬유 고약
1103	1	순도높은 고운 섬유 고약
1104	1	순도높은 가벼운 섬유 고약
1105	1	순도높은 빛나는 섬유 고약
1106	0	대지의 정수 고약
1107	0	정령의 정수 고약
1108	0	자연의 정수 고약
1109	0	마력의 정수 고약
1110	0	태고의 정수 고약
1111	1	순도높은 대지의 정수 고약
1112	1	순도높은 정령의 정수 고약
1113	1	순도높은 자연의 정수 고약
1114	1	순도높은 마력의 정수 고약
1115	1	순도높은 태고의 정수 고약
1116	3	킬리언의 사슬 조각
1117	3	사령술사의 구슬 조각
1118	3	불새의 부리 조각
1119	2	야수의 심장
1120	0	춤추는 불빛
1121	0	환희의 가루
1122	0	웃음의 가루
1123	2	재생의 엄니
1124	2	야수의 가죽
1125	3	신탁의 결계석
1126	3	감시의 칼날
1127	3	수호의 가죽
1128	3	샨드라의 깃
1129	2	아르보레아의 기운
1130	3	푸른 아르곤의 갑각
1131	3	붉은 카르곤의 갑각
1132	2	혼돈의 지괴
1133	2	승리자의 전리품
1134	2	승리자의 정장석
1135	2	탐색자의 사장석
1136	2	푸른 빛 강화제
1137	2	푸른 암석
1138	3	푸른 빛의 검은 칼날
1139	3	푸른 괴물의 검은 가죽
1450	2	빛나는 강화마석
1451	2	강렬히 빛나는 강화마석
1452	2	의문의 강화마석
1453	2	상급 정수 응축제
1454	2	녹테늄 단련석
1455	1	순도높은 빛나는 실크
1456	1	순도높은 테라리움 판금
1457	1	순도높은 빛나는 정석
1458	1	질긴 명장의 피혁
1459	2	승리의 단단한 마석
1460	2	광기의 거친 마석
1461	2	어두운 흑빛 마석
1462	3	제작 도안: 어두운 흑빛 마석 (무기 제작)
1463	3	제작 도안: 어두운 흑빛 마석 (방어구 제작)
1464	0	소모품 제작 도안: 하급 전투 비약
1465	0	소모품 제작 도안: 중급 전투 비약
1466	0	소모품 제작 도안: 상급 전투 비약
1501	0	하급 쌍검 무게추
1502	0	하급 쌍검 장식
1503	0	하급 창자루
1504	0	하급 창 조임쇠
1505	0	하급 대검 칼자루
1506	0	하급 대검 장식
1507	0	하급 도끼자루
1508	0	하급 도끼 조임쇠
1509	0	하급 원반 무게추
1510	0	하급 원반 장식
1511	0	하급 활대
1512	0	하급 활시위
1513	0	하급 지팡이 무게추
1514	0	하급 지팡이 장식
1515	0	하급 마법봉 무게추
1516	0	하급 마법봉 장식
1517	0	하급 중갑 이음쇠
1518	0	하급 중갑 비갑
1519	0	하급 경갑 이음쇠
1520	0	하급 경갑 미늘
1521	0	하급 로브 단추
1522	0	하급 로브 장식
1523	0	일반 쌍검 무게추
1524	0	일반 쌍검 장식
1525	0	일반 창자루
1526	0	일반 창 조임쇠
1527	0	일반 대검 칼자루
1528	0	일반 대검 장식
1529	0	일반 도끼자루
1530	0	일반 도끼 조임쇠
1531	0	일반 원반 무게추
1532	0	일반 원반 장식
1533	0	일반 활대
1534	0	일반 활시위
1535	0	일반 지팡이 무게추
1536	0	일반 지팡이 장식
1537	0	일반 마법봉 무게추
1538	0	일반 마법봉 장식
1539	0	일반 중갑 이음쇠
1540	0	일반 중갑 비갑
1541	0	일반 경갑 이음쇠
1542	0	일반 경갑 미늘
1543	0	일반 로브 단추
1544	0	일반 로브 장식
1545	0	고급 쌍검 무게추
1546	0	고급 쌍검 장식
1547	0	고급 창자루
1548	0	고급 창 조임쇠
1549	0	고급 대검 칼자루
1550	0	고급 대검 장식
1551	0	고급 도끼자루
1552	0	고급 도끼 조임쇠
1553	0	고급 원반 무게추
1554	0	고급 원반 장식
1555	0	고급 활대
1556	0	고급 활시위
1557	0	고급 지팡이 무게추
1558	0	고급 지팡이 장식
1559	0	고급 마법봉 무게추
1560	0	고급 마법봉 장식
1561	0	고급 중갑 이음쇠
1562	0	고급 중갑 비갑
1563	0	고급 경갑 이음쇠
1564	0	고급 경갑 미늘
1565	0	고급 로브 단추
1566	0	고급 로브 장식
1567	0	특수가공 쌍검 무게추
1568	0	특수가공 쌍검 장식
1569	0	특수가공 창자루
1570	0	특수가공 창 조임쇠
1571	0	특수가공 대검 칼자루
1572	0	특수가공 대검 장식
1573	0	특수가공 도끼자루
1574	0	특수가공 도끼 조임쇠
1575	0	특수가공 원반 무게추
1576	0	특수가공 원반 장식
1577	0	특수가공 활대
1578	0	특수가공 활시위
1579	0	특수가공 지팡이 무게추
1580	0	특수가공 지팡이 장식
1581	0	특수가공 마법봉 무게추
1582	0	특수가공 마법봉 장식
1583	0	특수가공 중갑 이음쇠
1584	0	특수가공 중갑 비갑
1585	0	특수가공 경갑 이음쇠
1586	0	특수가공 경갑 미늘
1587	0	특수가공 로브 단추
1588	0	특수가공 로브 장식
1589	0	장인의 쌍검 무게추
1590	0	장인의 쌍검 장식
1591	0	장인의 창자루
1592	0	장인의 창 조임쇠
1593	0	장인의 대검 칼자루
1594	0	장인의 대검 장식
1595	0	장인의 도끼자루
1596	0	장인의 도끼 조임쇠
1597	0	장인의 원반 무게추
1598	0	장인의 원반 장식
1599	0	장인의 활대
1600	0	장인의 활시위
1601	0	장인의 지팡이 무게추
1602	0	장인의 지팡이 장식
1603	0	장인의 마법봉 무게추
1604	0	장인의 마법봉 장식
1605	0	장인의 중갑 이음쇠
1606	0	장인의 중갑 비갑
1607	0	장인의 경갑 이음쇠
1608	0	장인의 경갑 미늘
1609	0	장인의 로브 단추
1610	0	장인의 로브 장식
1611	0	하급 주문서 제작 키트
1612	0	일반 주문서 제작 키트
1613	0	고급 주문서 제작 키트
1614	0	특수 주문서 제작 키트
1615	0	상급 주문서 제작 키트
1616	0	하급 물약 제작 키트
1617	0	일반 물약 제작 키트
1618	0	고급 물약 제작 키트
1619	0	특수 물약 제작 키트
1620	0	상급 물약 제작 키트
1621	0	하급 무기 제작 키트
1622	0	하급 방어구 제작 키트
1623	0	일반 무기 제작 키트
1624	0	일반 방어구 제작 키트
1625	0	고급 무기 제작 키트
1626	0	고급 방어구 제작 키트
1627	0	특수 무기 제작 키트
1628	0	특수 방어구 제작 키트
1629	0	상급 무기 제작 키트
1630	0	상급 방어구 제작 키트
1631	0	하급 제련 키트
1632	0	일반 제련 키트
1633	0	고급 제련 키트
1634	0	특수 제련 키트
1635	0	상급 제련 키트
1636	0	하급 효과 강화제
1637	0	일반 효과 강화제
1638	0	고급 효과 강화제
1639	0	특수 효과 강화제
1640	0	상급 효과 강화제
1641	0	마법의 무기 제작 키트
1642	0	마법의 방어구 제작 키트
1643	0	마법의 제련 키트
1644	0	최상급 주문서 제작 키트
1645	0	최상급 물약 제작 키트
1646	0	최상급 무기 제작 키트
1647	0	최상급 방어구 제작 키트
1648	0	최상급 제련 키트
1649	0	최상급 효과 강화제
1700	0	부드러운 섬유
1701	0	코발트 광석
1702	0	요마의 정수
1703	0	경화 가죽
1704	0	부드러운 실크
1705	0	코발트 판금
1706	0	요마의 정석
1707	0	경화가공 피혁
1708	1	순도높은 부드러운 섬유
1709	1	순도높은 코발트 광석
1710	1	순도높은 요마의 정수
1711	1	순도높은 경화 가죽
1712	1	순도높은 부드러운 실크
1713	1	순도높은 코발트 판금
1714	1	순도높은 요마의 정석
1715	1	질긴 경화가공 피혁
1771	1	마법 붕대 VII
1772	2	제작 숙련도 고속 성장 100 (1시간)
2200	1	크리스탈 보급 상자 III
2201	1	파괴자의 크리스탈 보급 상자 III
2202	1	수호자의 크리스탈 보급 상자 III
2203	1	심판자의 크리스탈 보급상자 III
2204	1	치유사의 크리스탈 보급 상자 III
2205	1	크리스탈 보급 상자 IV
