151	0	None	Allemantheia Teleport Scroll
152	0	None	Dragonfall Teleport Scroll
153	0	None	Scythera Fae Teleport Scroll
154	0	None	Pathfinder Post Teleport Scroll
155	0	None	Zulfikar Fortress Teleport Scroll
156	0	None	Kanstria Teleport Scroll
157	0	None	Davarn's Refuge Teleport Scroll
158	0	None	Habere Teleport Scroll
159	0	None	Kaiator Teleport Scroll
160	0	None	Safe Haven Teleport Scroll
161	0	None	Personal Riding Skill: Arcadian Dapple
162	0	None	Personal Riding Skill: Chestnut Gelding
163	0	None	Personal Riding Skill: Velikan Gray
164	0	None	Personal Riding Skill: Pinto
165	0	None	Personal Riding Skill: Blue Roan
166	0	None	Riding Skill: Arcadian Dapple
167	0	None	Riding Skill: Chestnut Gelding
168	0	None	Riding Skill: Velikan Gray
169	0	None	Riding Skill: Pinto
170	0	None	Riding Skill: Blue Roan
171	1	None	Combat Panacea
172	1	None	Keener's Medicated Bandage
173	1	None	Verdra Medicated Bandage
174	1	None	Sylva Medicated Bandage
175	1	None	Shetla Medicated Bandage
176	1	None	Toira Medicated Bandage
177	1	None	Luria Medicated Bandage
178	1	None	Power Charm
179	1	None	Keen Charm
180	1	None	Speed Charm
181	1	None	Strength Charm
182	1	None	Enduring Charm
183	1	None	Unyielding Charm
184	1	None	Rigid Charm
185	1	None	Robust Charm
186	1	None	Caduceus Charm
187	1	None	Tenacity Charm
188	1	None	Mirror Charm
189	1	None	Relentless Charm
190	1	None	Cunning Charm
191	1	None	Vigorous Charm
192	1	None	Infused Charm
193	1	None	Swift Charm
194	1	None	Scroll of Rapid Resurrection
195	1	None	Necromancer Tomb Teleport Scroll
196	1	None	Golden Labyrinth Teleport Scroll
197	1	None	Bastion of Lok Teleport Scroll
198	1	None	Sinestral Manor Teleport Scroll
199	1	None	Cultists' Refuge Teleport Scroll
200	1	None	Akasha's Hideout Teleport Scroll
201	0	None	Red Dye
202	0	None	Orange Dye
203	0	None	Yellow Dye
204	0	None	Green Dye
205	0	None	Blue Dye
206	2	None	Veteran Apothecary Dye
207	0	None	Purple Dye
208	0	None	Mystery Dye
209	0	None	Cochineal Beetle
210	0	None	Purpurin Root
211	0	None	Saffron Stalk
212	0	None	Verdigris Flake
213	0	None	Indigo Petal
214	0	None	Rutile Crystal
215	0	None	Murex Snail
216	0	None	Empty Vial
217	0	None	Carmine Dye Kit
218	0	None	Purpurin Dye Kit
219	0	None	Saffron Dye Kit
220	0	None	Verdigris Dye Kit
221	0	None	Indigo Dye Kit
222	0	None	Munsell Dye Kit
223	0	None	Murex Dye Kit
224	0	None	Carmine Dye
225	0	None	Purpurin Dye
226	0	None	Saffron Dye
227	0	None	Verdigris Dye
228	0	None	Indigo Dye
229	0	None	Handmade Munsell Dye Bundle
230	0	None	Murex Dye
231	1	None	Spectral Carmine Dye
232	1	None	Spectral Purpurin Dye
233	1	None	Spectral Saffron Dye
234	1	None	Spectral Verdigris Dye
235	1	None	Spectral Indigo Dye
236	1	None	Premium Handmade Munsell Dye Bundle
237	1	None	Spectral Murex Dye
238	0	None	Spectral Red Dye
239	0	None	Spectral Orange Dye
240	0	None	Spectral Yellow Dye
241	0	None	Spectral Green Dye
242	0	None	Spectral Blue Dye
243	0	None	Spectral Apothecary Dye
244	0	None	Spectral Purple Dye
245	0	None	Ephemeral Red Dye
246	0	None	Ephemeral Orange Dye
247	0	None	Ephemeral Yellow Dye
248	0	None	Ephemeral Green Dye
249	0	None	Ephemeral Blue Dye
250	0	None	Ephemeral Purple Dye
251	1	None	Darkshade Dye
252	1	None	Shades of Gray Dye
301	0	None	Race Change Voucher
302	0	None	Gender Change Voucher
303	0	None	Appearance Change Voucher
304	0	None	Riding Skill: Battle Charger
305	0	None	Kaia's Binding
306	0	None	Riding Skill: Fast Arcadian Dapple
307	0	None	Riding Skill: Fast Pinto
308	0	None	Gold Surprise Egg
309	0	None	Platinum Surprise Egg
310	0	None	Bronze Surprise Egg
311	0	None	Smart TV coupon
312	0	None	Notebook coupon
313	0	None	Graphic Card coupon
314	0	None	LED Monitor coupon
315	0	None	Gift card coupon
316	0	None	Riding Skill: Night Mare
317	1	None	Eldritch Badge
318	3	Equip	Eldritch Blades of the Witch
319	3	Equip	Eldritch Lance of the Witch
320	3	Equip	Astraelir Greatsword
321	3	Equip	Astraelir Cleaver
322	3	Equip	Eye of the Witch
323	3	Equip	Astraelir Warbow
324	3	Equip	Baelstaff of Zuras
325	3	Equip	Rod of the Witch
326	1	None	Saleron's Sky Garden Teleport Scroll
327	1	None	Labyrinth of Terror Teleport Scroll
328	1	None	Ebon Tower Teleport Scroll
329	1	None	Kelsaik's Nest Teleport Scroll
330	0	None	Name Change Voucher
331	0	None	Race Change Voucher
332	0	None	Gender Change Voucher
333	0	None	Appearance Change Voucher
334	0	None	Bahaar's Spark of War
335	0	None	Kaia's Acquiescence
336	0	None	Riding Skill: Fast Velikan Gray
337	1	None	Firesnap
338	1	None	Firecracker String
339	1	None	Smilecracker
340	0	None	Spirit Favor
341	0	None	Princess Rida's Charm Bundle
342	3	None	Old Treasure Chest
343	2	None	Ancient Treasure Chest
344	1	None	Kaiator Midnight Oil
345	1	None	Comfort Food
346	1	None	Gelid Badge
347	2	None	Innervation Elixir
348	2	None	Suryati's Solvent
349	2	None	Golden Sand
350	0	None	Riding Skill: Federation Charger
351	0	None	Riding Skill: Quick-Start Charger
352	0	None	Manual: Outlaw Declaration
353	1	None	Suryati's Peak Teleport Scroll
354	1	None	Crystalbind
355	1	None	Transference Serum
356	1	None	Practicum Badge
357	1	None	Dire Badge
358	0	None	Mini Chronoscroll
359	1	None	Squash Pie
360	1	None	Tertas Fruit Candy
361	1	None	Castanica Midnight Oil
362	1	None	Federation Supply: Scroll of Rapid Resurrection
363	3	Equip	Amarun's Bloodstone Necklace
364	0	None	Amethyst
365	0	None	Pearl
366	0	None	Ruby
367	0	None	Sapphire
368	0	None	Emerald
369	0	None	Diamond
370	1	None	Kaia's Gift Box
371	0	None	Phota's Trinket
372	0	None	Chronoscroll
373	0	None	Triple Chronoscroll
374	1	None	Saravash's Ascent Teleport Scroll
375	1	None	Sigil Adstringo Teleport Scroll
376	0	None	Luminous Gold Egg
377	3	Equip	Gilded Leaf Necklace
378	1	None	Riding Skill: Shadow Steed
379	1	None	Riding Skill: Electrum Wind
380	1	None	Riding Skill: Nexus Warhorse
381	1	None	Riding Skill: Razormane
382	1	None	Riding Skill: Aeolian Zebra
383	1	None	Riding Skill: Death Charger
384	1	None	Riding Skill: Jeweled Lion
385	1	None	Riding Skill: Tawny Huntress
386	0	None	Rescue Supplies
387	3	Equip	Veteran Battlement Necklace
388	3	Equip	Veteran Bloodstone Necklace
389	1	None	Veteran Bandage
390	1	None	Veteran Resurrection Scroll
391	1	None	Veteran Crystalbind
392	1	None	Veteran Midnight Oil
393	0	None	Federation Supply: Major Potion of Cultural Opportunity
394	0	None	Veteran Vigorous Renewal Draught
395	0	None	Veteran Infused Renewal Draught
396	1	None	Complete Veteran Crystalbind
397	1	None	Veteran Instance Reset Scroll
398	2	None	Federation Enigmatic Scroll
399	0	None	Semi-Enigmatic Scroll
400	0	None	Santa Candle
401	1	None	Uncommon Pet Santa Cat
402	0	None	Fat Loot
403	0	None	Tiny Treasure
404	0	None	Twenty
405	0	None	TERADEMY
406	1	None	Riding Skill: Black Leopard
407	0	None	Valkyon's Response
408	1	None	Valkyon's Response I
409	1	None	Valkyon's Response II
410	1	None	Valkyon's Response III
411	1	None	Valkyon's Response IV
412	0	None	Riding Skill: White Stallion
413	0	None	Riding Skill: Arcadian Dapple
414	0	None	Riding Skill: Blue Roan
415	0	None	Riding Skill: Velikan Gray
416	0	None	Riding Skill: Pinto
417	0	None	Riding Skill: Chestnut Gelding
418	1	None	Riding Skill: Regal Frostlion
419	3	None	City Wheel Earring
420	0	None	Bastion Teleport Scroll
421	3	None	Seren's Sand Ring
422	3	None	Velik's Bloodstone Necklace
423	3	None	Shakan's Bloodstone Necklace
424	0	Equip	Velik's Festival Hat
425	0	None	Riding Skill: Electrum Wind
426	3	Equip	Velik's Taunt
427	3	Equip	Velik's Barb
428	3	Equip	Velik's Wrap
429	1	None	Crystal Ore
430	1	None	Federation Supply: Sturdy Alkahest
431	0	None	Ruined Chocolate
432	0	None	Propaganda Pamphlet
433	0	None	Love Letter
434	0	None	Heart Chocolate
435	0	None	Heart Candy Cane
436	0	None	Golden Letter
437	1	None	Expedition Healing Potion
438	1	None	Expedition Mana Potion
439	0	None	Swirled Sweets
440	0	None	Triple Nexus Boon
441	0	None	Nexus Boon
442	1	None	Balder's Temple Teleport Scroll
443	1	None	Fane of Kaprima Teleport Scroll
444	2	None	Bravery Potion
445	1	None	Spellbind
446	1	None	Refined Alkahest
447	1	None	Masterwork Alkahest
448	1	None	Bound Refined Alkahest
449	1	None	Sirjuka Gallery Teleport Scroll
450	1	None	Riding Skill: Sleipnir
451	1	None	Riding Skill: Smolder
452	1	None	Riding Skill: Boneshaker
453	1	None	Riding Skill: Munchhausen
454	1	None	Riding Skill: Gourmando
455	1	None	Riding Skill: Sheldon
457	1	None	Riding Skill: Regulus
498	1	None	Fireworks (Dragon)
499	1	None	Crucible of Flame Teleport Scroll
500	1	None	Argon Corpus/Manaya's Core Teleport Scroll
501	0	None	Paverune of Shara
502	0	None	Silrune of Shara
503	0	None	Quoirune of Shara
504	0	None	Archrune of Shara
505	0	None	Keyrune of Shara
506	1	None	Shara Rune
507	1	None	Daga Rune
508	1	None	Sulfa Rune
509	1	None	Glora Rune
510	1	None	Sikka Rune
511	0	None	Paverune of Arun
512	0	None	Silrune of Arun
513	0	None	Quoirune of Arun
514	0	None	Archrune of Arun
515	0	None	Keyrune of Arun
516	1	None	Arun Rune
517	1	None	Geit Rune
518	1	None	Isthel Rune
519	1	None	Kran Rune
520	1	None	Zirc Rune
521	0	None	Paverune of Titans
522	0	None	Silrune of Titans
523	0	None	Quoirune of Titans
524	0	None	Archrune of Titans
525	0	None	Keyrune of Titans
526	1	None	Tera Rune
527	1	None	Triz Rune
528	1	None	Emya Rune
529	1	None	Rowan Rune
530	1	None	Aeru Rune
531	0	None	Open Warp
532	0	None	Lignite
533	0	None	Natural Catalyst
534	0	None	Simple Salts
535	0	None	Spiral Warp
536	0	None	Subbitum
537	0	None	Carapatic Catalyst
538	0	None	Alum Salts
539	0	None	Broad Warp
540	0	None	Bitumin
541	0	None	Apoid Catalyst
542	0	None	Chrome Salts
543	0	None	Mediwarp
544	0	None	Seacoal
545	0	None	Fejic Catalyst
546	0	None	Oil Dressing
547	0	None	Paciwarp
548	0	None	Anthracite
549	0	None	Dannic Catalyst
550	0	None	Tannin
551	3	None	Shattered Monster Fragment
552	3	None	Complete Monster Fragment
553	1	None	Bounty of the Fray
554	3	None	Silver Talent
555	3	None	Gold Talent
556	0	None	Medal of the Fray
557	1	None	Halloween Trick Box
558	0	None	Sweet Pumpkin Pie
559	1	None	Halloween Treat Basket
560	1	None	Halloween Candy
561	2	None	Wintera Token
562	0	None	Snowball
563	0	None	Flameball
564	0	None	Ice Trap
565	0	None	Stinky Snowpile
566	2	None	Goldfinger Token
649	0	None	Speed Mote
650	0	None	A Week of Night Mares
668	1	None	Wintera Scroll of Resurrection
703	0	None	Oneiric Mote
710	1	None	Exclusive Tier 10 Masterwork Alkahest
790	2	None	Personal Extensive Alkahest
791	2	None	Personal Rare Alkahest
807	1	None	Spellbind VII
808	1	None	Spellbind VIII
809	1	None	Spellbind IX
810	1	None	Spellbind X
811	1	None	Spellbind XI
812	1	None	Spellbind XII
907	2	None	Master Enigmatic Scroll VII
908	2	None	Master Enigmatic Scroll VIII
909	2	None	Master Enigmatic Scroll IX
910	2	None	Master Enigmatic Scroll X
911	2	None	Master Enigmatic Scroll XI
912	2	None	Master Enigmatic Scroll XII
1001	0	None	Verdra Fibers
1002	0	None	Krymetal Ore
1003	0	None	Sun Essence
1004	0	None	Dawnhide
1005	0	None	Sylva Fibers
1006	0	None	Linmetal Ore
1007	0	None	Essence of Wind
1008	0	None	Greenhide
1009	0	None	Shetla Fibers
1010	0	None	Normetal Ore
1011	0	None	Star Essence
1012	0	None	Rough Hide
1013	0	None	Toira Fibers
1014	0	None	Shadmetal Ore
1015	0	None	Essence of Ice
1016	0	None	Bloodhide
1017	0	None	Luria Fibers
1018	0	None	Xermetal Ore
1019	0	None	Lightning Essence
1020	0	None	Gravehide
1021	0	None	Verdracloth
1022	0	None	Krysteel Ingot
1023	0	None	Deosilex
1024	0	None	Zalisleather
1025	0	None	Sylvacloth
1026	0	None	Linsteel Ingot
1027	0	None	Aerosilex
1028	0	None	Boscleather
1029	0	None	Shetlacloth
1030	0	None	Norsteel Ingot
1031	0	None	Astrosilex
1032	0	None	Marleather
1033	0	None	Toiracloth
1034	0	None	Shadsteel Ingot
1035	0	None	Cryosilex
1036	0	None	Hemeleather
1037	0	None	Luriacloth
1038	0	None	Xersteel Ingot
1039	0	None	Galvasilex
1040	0	None	Cereleather
1051	1	None	Fine Verdra Fibers
1052	1	None	Pure Krymetal Ore
1053	1	None	Pure Sun Essence
1054	1	None	Flawless Dawnhide
1055	1	None	Fine Sylva Fibers
1056	1	None	Pure Linmetal Ore
1057	1	None	Pure Essence of Wind
1058	1	None	Flawless Greenhide
1059	1	None	Fine Shetla Fibers
1060	1	None	Pure Normetal Ore
1061	1	None	Pure Star Essence
1062	1	None	Pure Rough Hide
1063	1	None	Fine Toira Fibers
1064	1	None	Pure Shadmetal Ore
1065	1	None	Pure Essence of Ice
1066	1	None	Flawless Bloodhide
1067	1	None	Fine Luria Fibers
1068	1	None	Pure Xermetal Ore
1069	1	None	Pure Lightning Essence
1070	1	None	Flawless Gravehide
1071	1	None	Idyllic Leaf
1072	1	None	Essential Mana
1073	0	None	Scroll Parchment
1074	0	None	Aerated Gel
1075	0	None	Ore Grinder
1076	0	None	Butcher's Blood Ink
1077	0	None	Charred Venom Ink
1078	0	None	Rusty Gear Ink
1079	0	None	Nightshade Ink
1080	0	None	Firefly Ink
1081	0	None	Squeteague Ink
1082	0	None	Amberdust Ink
1083	0	None	Rogue Rouge
1084	0	None	Snowdrift Ink
1085	0	None	Nagollic Catalyst
1086	0	None	Arunic Powder
1087	0	None	Stoppered Bottle
1088	0	None	Sharan Powder
1089	0	None	Krymetal Dust
1090	0	None	Linmetal Dust
1091	0	None	Normetal Dust
1092	0	None	Shadmetal Dust
1093	0	None	Xermetal Dust
1094	0	None	Mana Concentrate
1095	0	None	Idyllic Distillation
1096	0	None	Verdra Salve
1097	0	None	Sylva Salve
1098	0	None	Shetla Salve
1099	0	None	Toira Salve
1100	0	None	Luria Salve
1101	1	None	Verdra Unguent
1102	1	None	Sylva Unguent
1103	1	None	Shetla Unguent
1104	1	None	Toira Unguent
1105	1	None	Luria Unguent
1106	0	None	Solis Salve
1107	0	None	Aeris Salve
1108	0	None	Astris Salve
1109	0	None	Crysis Salve
1110	0	None	Galvis Salve
1111	1	None	Solis Unguent
1112	1	None	Aeris Unguent
1113	1	None	Astris Unguent
1114	1	None	Crysis Unguent
1115	1	None	Galvis Unguent
1116	3	None	Killian's Chain
1117	3	None	Necromancer's Orb Shard
1118	3	None	Broken Phoenix Beak
1119	2	None	Beast Heart
1120	0	None	Dancing Lumin
1121	0	None	Aurora Powder
1122	0	None	Giggle Powder
1123	2	None	Regenerative Tusk
1124	2	None	Beast Hide
1125	3	None	Godsmarrow
1126	3	None	Fanesteel
1127	3	None	Dream Bindings
1128	3	None	Shandra's Quill
1129	2	None	Kaelic Spark
1130	3	None	Cyasmic Oil
1131	3	None	Argon Vitriol
1132	2	None	Chaos Block
1133	2	None	Victor's Trophy
1134	2	None	Victor's Orthoclase
1135	2	None	Agnitor's Plagioclase
1136	2	None	Neutralized Cyasma
1137	2	None	Blue Rock
1138	3	None	Wrought Argon
1139	3	None	Argonic Hide
1450	2	None	Dreamstriker Ore
1451	2	None	Sturdy Forge Pitch
1452	2	None	Flexible Forge Pitch
1453	2	None	Liquid Condenser
1454	2	None	Noctenium Forge Slag
1455	1	None	Pure Luriacloth
1456	1	None	Pure Xersteel Ingot
1457	1	None	Pure Galvasilex
1458	1	None	Rough Cereleather
1459	2	None	Cyld Nugget
1460	2	None	Vrage Nugget
1461	2	None	Twelnoct Alloy
1462	3	None	Weaponcrafting Design: Twelnoct Alloy
1463	3	None	Armorcrafting Design: Twelnoct Alloy
1464	0	None	Recipe: Minor Battle Solution
1465	0	None	Recipe: Major Battle Solution
1466	0	None	Recipe: Prime Battle Solution
1501	0	None	Rokewood Hilt Shim
1502	0	None	Krysteel Quillons
1503	0	None	Turned Rokewood Shaft Segment
1504	0	None	Krysteel Shield Panel
1505	0	None	Rokewood Extended Grip
1506	0	None	Large Krysteel Guard
1507	0	None	Rokewood Helve
1508	0	None	Krysteel End Knob
1509	0	None	Deosilex Rotor
1510	0	None	Krymetal Bearings
1511	0	None	Springy Rokewood Limb
1512	0	None	Krymetal Sight
1513	0	None	Rokewood Pole
1514	0	None	Krysteel Mount
1515	0	None	Rokewood Haft
1516	0	None	Krysteel Setting
1517	0	None	Krymetal Fastener
1518	0	None	Krysteel Annealer
1519	0	None	Krymetal Buckle
1520	0	None	Beeswax
1521	0	None	Goat Wool Trim
1522	0	None	Verdra Cording
1523	0	None	Birn Hilt Shim
1524	0	None	Linsteel Quillons
1525	0	None	Turned Birn Shaft Segment
1526	0	None	Linsteel Shield Panel
1527	0	None	Birn Extended Grip
1528	0	None	Large Linsteel Guard
1529	0	None	Birn Helve
1530	0	None	Linsteel End Knob
1531	0	None	Aerosilex Rotor
1532	0	None	Linmetal Bearings
1533	0	None	Springy Birn Limb
1534	0	None	Linmetal Sight
1535	0	None	Birn Pole
1536	0	None	Linsteel Mount
1537	0	None	Birn Haft
1538	0	None	Linsteel Setting
1539	0	None	Linmetal Fastener
1540	0	None	Linsteel Annealer
1541	0	None	Linmetal Buckle
1542	0	None	Arcadian Wax
1543	0	None	Noruk Fur Trim
1544	0	None	Sylva Cording
1545	0	None	Abok Hilt Shim
1546	0	None	Norsteel Quillons
1547	0	None	Turned Abok Shaft Segment
1548	0	None	Norsteel Shield Panel
1549	0	None	Abok Extended Grip
1550	0	None	Large Norsteel Guard
1551	0	None	Abok Helve
1552	0	None	Norsteel End Knob
1553	0	None	Astrosilex Rotor
1554	0	None	Normetal Bearings
1555	0	None	Springy Abok Limb
1556	0	None	Normetal Sight
1557	0	None	Abok Pole
1558	0	None	Norsteel Mount
1559	0	None	Abok Haft
1560	0	None	Norsteel Setting
1561	0	None	Normetal Fastener
1562	0	None	Norsteel Annealer
1563	0	None	Normetal Buckle
1564	0	None	Popolion Wax
1565	0	None	Cromos Fur Trim
1566	0	None	Shetla Cording
1567	0	None	Kayl Hilt Shim
1568	0	None	Shadsteel Quillons
1569	0	None	Turned Kayl Shaft Segment
1570	0	None	Shadsteel Shield Panel
1571	0	None	Kayl Extended Grip
1572	0	None	Large Shadsteel Guard
1573	0	None	Kayl Helve
1574	0	None	Shadsteel End Knob
1575	0	None	Cryosilex Rotor
1576	0	None	Shadmetal Bearings
1577	0	None	Springy Kayl Limb
1578	0	None	Shadmetal Sight
1579	0	None	Kayl Pole
1580	0	None	Shadsteel Mount
1581	0	None	Kayl Haft
1582	0	None	Shadsteel Setting
1583	0	None	Shadmetal Fastener
1584	0	None	Shadsteel Annealer
1585	0	None	Shadmetal Buckle
1586	0	None	Essenian Wax
1587	0	None	Unicorn Mane Trim
1588	0	None	Toira Cording
1589	0	None	Olnea Hilt Shim
1590	0	None	Xersteel Quillons
1591	0	None	Turned Olnea Shaft Segment
1592	0	None	Xersteel Shield Panel
1593	0	None	Olnea Extended Grip
1594	0	None	Large Xersteel Guard
1595	0	None	Olnea Helve
1596	0	None	Xersteel End Knob
1597	0	None	Galvasilex Rotor
1598	0	None	Xermetal Bearings
1599	0	None	Springy Olnea Limb
1600	0	None	Xermetal Sight
1601	0	None	Olnea Pole
1602	0	None	Xersteel Mount
1603	0	None	Olnea Haft
1604	0	None	Xersteel Setting
1605	0	None	Xermetal Fastener
1606	0	None	Xersteel Annealer
1607	0	None	Xermetal Buckle
1608	0	None	Sylvan Wax
1609	0	None	Gryphon Down Trim
1610	0	None	Luria Cording
1611	0	None	Apprentice Scroll Kit
1612	0	None	Journeyman Scroll Kit
1613	0	None	Professional Scroll Kit
1614	0	None	Classical Scroll Kit
1615	0	None	Quality Scroll Kit
1616	0	None	Apprentice Alchemical Kit
1617	0	None	Journeyman Alchemical Kit
1618	0	None	Professional Alchemical Kit
1619	0	None	Classical Alchemical Kit
1620	0	None	Quality Alchemical Kit
1621	0	None	Apprentice Weapon Kit
1622	0	None	Apprentice Armor Kit
1623	0	None	Journeyman Weapon Kit
1624	0	None	Journeyman Armor Kit
1625	0	None	Professional Weapon Kit
1626	0	None	Professional Armor Kit
1627	0	None	Classical Weapon Kit
1628	0	None	Classical Armor Kit
1629	0	None	Quality Weapon Kit
1630	0	None	Quality Armor Kit
1631	0	None	Apprentice Refining Kit
1632	0	None	Journeyman Refining Kit
1633	0	None	Professional Refining Kit
1634	0	None	Classical Refining Kit
1635	0	None	Quality Refining Kit
1636	0	None	Apprentice's Catalyst
1637	0	None	Journeyman's Catalyst
1638	0	None	Professional's Catalyst
1639	0	None	Classical Catalyst
1640	0	None	Quality Catalyst
1641	0	None	Knightly Weapon Kit
1642	0	None	Knightly Armor Kit
1643	0	None	Knightly Refining Kit
1644	0	None	Artisan Scroll Kit
1645	0	None	Artisan Alchemical Kit
1646	0	None	Artisan Weapon Kit
1647	0	None	Artisan Armor Kit
1648	0	None	Artisan Refining Kit
1649	0	None	Artisan Catalyst
1700	0	None	Pilka Fibers
1701	0	None	Cobala Ore
1702	0	None	Goblu Essence
1703	0	None	Zawahide
1704	0	None	Pilka Silk
1705	0	None	Cobala Ingot
1706	0	None	Goblusilex
1707	0	None	Zawaleather
1708	1	None	Fine Pilka Fibers
1709	1	None	Pure Cobala Ore
1710	1	None	Pure Goblu Essence
1711	1	None	Flawless Zawahide
1712	1	None	Fine Pilka Silk
1713	1	None	Pure Cobala Ingot
1714	1	None	Pure Goblusilex
1715	1	None	Fine Zawaleather
1771	1	None	Pilka Medicated Bandage
2200	1	None	Crescentia Crystals
2201	1	None	Crescentia Destroyer's Crystals
2202	1	None	Crescentia Defender's Crystals
2203	1	None	Crescentia Blaster's Crystals
2204	1	None	Crescentia Healer's Crystals
2205	1	None	Cutthroat Crystals
2206	1	None	Cutthroat Destroyer's Crystals
2207	1	None	Cutthroat Defender's Crystals
2208	1	None	Cutthroat Blaster's Crystals
2209	1	None	Cutthroat Healer's Crystals
2210	1	None	Frontera Crystals
2211	1	None	Frontera Destroyer's Crystals
2212	1	None	Frontera Defender's Crystals
