330300	Warrior	Smoke Flanker III		icon_skills.shadowchange_tex
330400	Warrior	Smoke Flanker IV		icon_skills.shadowchange_tex
330500	Warrior	Smoke Flanker V		icon_skills.shadowchange_tex
330600	Warrior	Smoke Flanker VI		icon_skills.shadowchange_tex
330700	Warrior	Smoke Flanker VII		icon_skills.shadowchange_tex
330800	Warrior	Smoke Flanker VIII		icon_skills.shadowchange_tex
330900	Warrior	Smoke Flanker IX		icon_skills.shadowchange_tex
340100	Warrior	Binding Sword		icon_skills.bindingblade_tex
350100	Warrior	Infuriate I		icon_skills.provokerage_tex
140100	Warrior	Mangle		icon_skills.aimingankle_tex
10100	Lancer	Combo Attack I		icon_skills.comboattack_tex	10101	10102
10200	Lancer	Combo Attack II		icon_skills.comboattack_tex	10201	10202
10300	Lancer	Combo Attack III		icon_skills.comboattack_tex	10301	10302
10400	Lancer	Combo Attack IV		icon_skills.comboattack_tex	10401	10402
10500	Lancer	Combo Attack V		icon_skills.comboattack_tex	10501	10502
10600	Lancer	Combo Attack VI		icon_skills.comboattack_tex	10601	10602
10700	Lancer	Combo Attack VII		icon_skills.comboattack_tex	10701	10702
10800	Lancer	Combo Attack VIII		icon_skills.comboattack_tex	10801	10802
10900	Lancer	Combo Attack IX		icon_skills.comboattack_tex	10901	10902
11000	Lancer	Combo Attack X		icon_skills.comboattack_tex	11001	11002
11100	Lancer	Combo Attack XI		icon_skills.comboattack_tex	11101	11102
11200	Lancer	Combo Attack XII		icon_skills.comboattack_tex	11201	11202
20100	Lancer	Stand Fast I		icon_skills.defence_tex
20200	Lancer	Stand Fast II		icon_skills.defence_tex
30100	Lancer	Onslaught I		icon_skills.screwthrough_tex	30130
30200	Lancer	Onslaught II		icon_skills.screwthrough_tex	30230
30300	Lancer	Onslaught III		icon_skills.screwthrough_tex	30330
30400	Lancer	Onslaught IV		icon_skills.screwthrough_tex	30430
30500	Lancer	Onslaught V		icon_skills.screwthrough_tex	30530
30600	Lancer	Onslaught VI		icon_skills.screwthrough_tex	30630
30700	Lancer	Onslaught VII		icon_skills.screwthrough_tex	30730
30800	Lancer	Onslaught VIII		icon_skills.screwthrough_tex	30830
40100	Lancer	Challenging Shout I		icon_skills.roar_tex
40200	Lancer	Challenging Shout II		icon_skills.roar_tex
40300	Lancer	Challenging Shout III		icon_skills.roar_tex
40400	Lancer	Challenging Shout IV		icon_skills.roar_tex
40500	Lancer	Challenging Shout V		icon_skills.roar_tex
40600	Lancer	Challenging Shout VI		icon_skills.roar_tex
40700	Lancer	Challenging Shout VII		icon_skills.roar_tex
40800	Lancer	Challenging Shout VIII		icon_skills.roar_tex
40900	Lancer	Challenging Shout IX		icon_skills.roar_tex
50100	Lancer	Shield Bash		icon_skills.shieldstrike_tex
70100	Lancer	Guardian Shout I		icon_skills.inspiringroar_tex
70200	Lancer	Guardian Shout II		icon_skills.inspiringroar_tex
70300	Lancer	Guardian Shout III		icon_skills.inspiringroar_tex
80100	Lancer	Shield Counter I		icon_skills.riposte_tex
80200	Lancer	Shield Counter II		icon_skills.riposte_tex
80300	Lancer	Shield Counter III		icon_skills.riposte_tex
80400	Lancer	Shield Counter IV		icon_skills.riposte_tex
80500	Lancer	Shield Counter V		icon_skills.riposte_tex
80600	Lancer	Shield Counter VI		icon_skills.riposte_tex
80700	Lancer	Shield Counter VII		icon_skills.riposte_tex
80800	Lancer	Shield Counter VIII		icon_skills.riposte_tex
80900	Lancer	Shield Counter IX		icon_skills.riposte_tex
81000	Lancer	Shield Counter X		icon_skills.riposte_tex
81100	Lancer	Shield Counter XI		icon_skills.riposte_tex
90100	Lancer	Leash I		icon_skills.hookthrow_tex
90200	Lancer	Leash II		icon_skills.hookthrow_tex
90300	Lancer	Leash III		icon_skills.hookthrow_tex
100100	Lancer	Debilitate I		icon_skills.armorbreak_tex
100200	Lancer	Debilitate II		icon_skills.armorbreak_tex
100300	Lancer	Debilitate III		icon_skills.armorbreak_tex
110100	Lancer	Retaliate I		icon_skills.risingattack_tex
110200	Lancer	Retaliate II		icon_skills.risingattack_tex
110300	Lancer	Retaliate III		icon_skills.risingattack_tex
110400	Lancer	Retaliate IV		icon_skills.risingattack_tex
110500	Lancer	Retaliate V		icon_skills.risingattack_tex
110600	Lancer	Retaliate VI		icon_skills.risingattack_tex
110700	Lancer	Retaliate VII		icon_skills.risingattack_tex
110800	Lancer	Retaliate VIII		icon_skills.risingattack_tex
110900	Lancer	Retaliate IX		icon_skills.risingattack_tex
111000	Lancer	Retaliate X		icon_skills.risingattack_tex
120100	Lancer	Infuriate		icon_skills.provokerage_tex
130100	Lancer	Spring Attack I		icon_skills.leaprampage_tex	130130
130200	Lancer	Spring Attack II		icon_skills.leaprampage_tex	130230
130300	Lancer	Spring Attack III		icon_skills.leaprampage_tex	130330
130400	Lancer	Spring Attack IV		icon_skills.leaprampage_tex	130430
130500	Lancer	Spring Attack V		icon_skills.leaprampage_tex	130530
130600	Lancer	Spring Attack VI		icon_skills.leaprampage_tex	130630
130700	Lancer	Spring Attack VII		icon_skills.leaprampage_tex	130730
130800	Lancer	Spring Attack VIII		icon_skills.leaprampage_tex	130830
130900	Lancer	Spring Attack IX		icon_skills.leaprampage_tex	130930
131000	Lancer	Spring Attack X		icon_skills.leaprampage_tex	131030
131100	Lancer	Spring Attack XI		icon_skills.leaprampage_tex	131130
150100	Lancer	Charging Lunge I		icon_skills.advancingcharge_tex	150101
150200	Lancer	Charging Lunge II		icon_skills.advancingcharge_tex	150201
150300	Lancer	Charging Lunge III		icon_skills.advancingcharge_tex	150301
150400	Lancer	Charging Lunge IV		icon_skills.advancingcharge_tex	150401
150500	Lancer	Charging Lunge V		icon_skills.advancingcharge_tex	150501
150600	Lancer	Charging Lunge VI		icon_skills.advancingcharge_tex	150601
150700	Lancer	Charging Lunge VII		icon_skills.advancingcharge_tex	150701
150800	Lancer	Charging Lunge VIII		icon_skills.advancingcharge_tex	150801
150900	Lancer	Charging Lunge IX		icon_skills.advancingcharge_tex	150901
151000	Lancer	Charging Lunge X		icon_skills.advancingcharge_tex	151001
160100	Lancer	Second Wind I		icon_skills.rejuvenation_tex
160200	Lancer	Second Wind II		icon_skills.rejuvenation_tex
160300	Lancer	Second Wind III		icon_skills.rejuvenation_tex
160400	Lancer	Second Wind IV		icon_skills.rejuvenation_tex
160500	Lancer	Second Wind V		icon_skills.rejuvenation_tex
160600	Lancer	Second Wind VI		icon_skills.rejuvenation_tex
160700	Lancer	Second Wind VII		icon_skills.rejuvenation_tex
160800	Lancer	Second Wind VIII		icon_skills.rejuvenation_tex
160900	Lancer	Second Wind IX		icon_skills.rejuvenation_tex
170100	Lancer	Adrenaline Rush I		icon_skills.fightingwill_tex
170200	Lancer	Adrenaline Rush II		icon_skills.fightingwill_tex
180100	Lancer	Shield Barrage I		icon_skills.shieldattack_tex	180101
180200	Lancer	Shield Barrage II		icon_skills.shieldattack_tex	180201
180300	Lancer	Shield Barrage III		icon_skills.shieldattack_tex	180301
180400	Lancer	Shield Barrage IV		icon_skills.shieldattack_tex	180401
180500	Lancer	Shield Barrage V		icon_skills.shieldattack_tex	180501
180600	Lancer	Shield Barrage VI		icon_skills.shieldattack_tex	180601
180700	Lancer	Shield Barrage VII		icon_skills.shieldattack_tex	180701
180800	Lancer	Shield Barrage VIII		icon_skills.shieldattack_tex	180801
180900	Lancer	Shield Barrage IX		icon_skills.shieldattack_tex	180901
181000	Lancer	Shield Barrage X		icon_skills.shieldattack_tex	181001
181100	Lancer	Shield Barrage XI		icon_skills.shieldattack_tex	181101
190100	Lancer	Pledge of Protection		icon_skills.vowofprotection_tex
200100	Lancer	Menacing Wave		icon_skills.menacewave_tex
210100	Lancer	Lockdown Blow I		icon_skills.shockblow_tex
210200	Lancer	Lockdown Blow II		icon_skills.shockblow_tex
210300	Lancer	Lockdown Blow III		icon_skills.shockblow_tex
210400	Lancer	Lockdown Blow IV		icon_skills.shockblow_tex
220100	Lancer	Iron Will I		icon_skills.armoredwill_tex
220200	Lancer	Iron Will II		icon_skills.armoredwill_tex
220300	Lancer	Iron Will III		icon_skills.armoredwill_tex
220400	Lancer	Iron Will IV		icon_skills.armoredwill_tex
220500	Lancer	Iron Will V		icon_skills.armoredwill_tex
220600	Lancer	Iron Will VI		icon_skills.armoredwill_tex
230100	Lancer	Master's Leash I		icon_skills.chaincapture_tex
230200	Lancer	Master's Leash II		icon_skills.chaincapture_tex
240100	Lancer	Chained Leash		icon_skills.harpoonshot_tex	240120
250100	Lancer	Wallop I		icon_skills.overhelm_tex	250130
250200	Lancer	Wallop II		icon_skills.overhelm_tex	250230
250300	Lancer	Wallop III		icon_skills.overhelm_tex	250330
250400	Lancer	Wallop IV		icon_skills.overhelm_tex	250430
250500	Lancer	Wallop V		icon_skills.overhelm_tex	250530
250600	Lancer	Wallop VI		icon_skills.overhelm_tex	250630
250700	Lancer	Wallop VII		icon_skills.overhelm_tex	250730
250800	Lancer	Wallop VIII		icon_skills.overhelm_tex	250830
250900	Lancer	Wallop IX		icon_skills.overhelm_tex	250930
251000	Lancer	Wallop X		icon_skills.overhelm_tex	251030
260100	Lancer	Backstep		icon_skills.backstep_tex
270100	Lancer	Rallying Cry		icon_skills.holdtheline_tex
10100	Slayer	Combo Attack I		icon_skills.comboattack_tex	10101	10102	10103
10200	Slayer	Combo Attack II		icon_skills.comboattack_tex	10201	10202	10203
10300	Slayer	Combo Attack III		icon_skills.comboattack_tex	10301	10302	10303
10400	Slayer	Combo Attack IV		icon_skills.comboattack_tex	10401	10402	10403
10500	Slayer	Combo Attack V		icon_skills.comboattack_tex	10501	10502	10503
10600	Slayer	Combo Attack VI		icon_skills.comboattack_tex	10601	10602	10603
10700	Slayer	Combo Attack VII		icon_skills.comboattack_tex	10701	10702	10703
10800	Slayer	Combo Attack VIII		icon_skills.comboattack_tex	10801	10802	10803
10900	Slayer	Combo Attack IX		icon_skills.comboattack_tex	10901	10902	10903
11000	Slayer	Combo Attack X		icon_skills.comboattack_tex	11001	11002	11003
11100	Slayer	Combo Attack XI		icon_skills.comboattack_tex	11101	11102	11103
11200	Slayer	Combo Attack XII		icon_skills.comboattack_tex	11201	11202	11203
20100	Slayer	Knockdown Strike I		icon_skills.handyslash_tex	20102	20101	20130
20200	Slayer	Knockdown Strike II		icon_skills.handyslash_tex	20202	20201	20230
20300	Slayer	Knockdown Strike III		icon_skills.handyslash_tex	20302	20301	20330
20400	Slayer	Knockdown Strike IV		icon_skills.handyslash_tex	20402	20401	20430
20500	Slayer	Knockdown Strike V		icon_skills.handyslash_tex	20502	20501	20530
20600	Slayer	Knockdown Strike VI		icon_skills.handyslash_tex	20602	20601	20630
20700	Slayer	Knockdown Strike VII		icon_skills.handyslash_tex	20702	20701	20730
20800	Slayer	Knockdown Strike VIII		icon_skills.handyslash_tex	20802	20801	20830
20900	Slayer	Knockdown Strike IX		icon_skills.handyslash_tex	20902	20901	20930
21000	Slayer	Knockdown Strike X		icon_skills.handyslash_tex	21002	21001	21030
21100	Slayer	Knockdown Strike XI		icon_skills.handyslash_tex	21102	21101	21130
30100	Slayer	Whirlwind I		icon_skills.sworddance_tex
30200	Slayer	Whirlwind II		icon_skills.sworddance_tex
30300	Slayer	Whirlwind III		icon_skills.sworddance_tex
30400	Slayer	Whirlwind IV		icon_skills.sworddance_tex
30500	Slayer	Whirlwind V		icon_skills.sworddance_tex
30600	Slayer	Whirlwind VI		icon_skills.sworddance_tex
30700	Slayer	Whirlwind VII		icon_skills.sworddance_tex
30800	Slayer	Whirlwind VIII		icon_skills.sworddance_tex
30900	Slayer	Whirlwind IX		icon_skills.sworddance_tex
31000	Slayer	Whirlwind X		icon_skills.sworddance_tex
31100	Slayer	Whirlwind XI		icon_skills.sworddance_tex
40100	Slayer	Evasive Roll		icon_skills.tumbling_tex
40200	Slayer	Evasive Roll II		icon_skills.tumbling_tex	40230
50100	Slayer	Dash I		icon_skills.dash_tex
50200	Slayer	Dash II		icon_skills.dash_tex
50300	Slayer	Dash III		icon_skills.dash_tex
60100	Slayer	Backstab I		icon_skills.turnaroundattack_tex
60200	Slayer	Backstab II		icon_skills.turnaroundattack_tex
80100	Slayer	Overhand Strike I		icon_skills.cuttingslash_tex	250100	80130
80200	Slayer	Overhand Strike II		icon_skills.cuttingslash_tex	250100	80230
80300	Slayer	Overhand Strike III		icon_skills.cuttingslash_tex	250100	80330
80400	Slayer	Overhand Strike IV		icon_skills.cuttingslash_tex	250100	80430
80500	Slayer	Overhand Strike V		icon_skills.cuttingslash_tex	250100	80530
80600	Slayer	Overhand Strike VI		icon_skills.cuttingslash_tex	250100	80630
80700	Slayer	Overhand Strike VII		icon_skills.cuttingslash_tex	250100	80730
80800	Slayer	Overhand Strike VIII		icon_skills.cuttingslash_tex	250100	80830
80900	Slayer	Overhand Strike IX		icon_skills.cuttingslash_tex	250100	80930
81000	Slayer	Overhand Strike X		icon_skills.cuttingslash_tex	250100	81030
90100	Slayer	Leaping Strike I		icon_skills.downblow_tex
90200	Slayer	Leaping Strike II		icon_skills.downblow_tex
90300	Slayer	Leaping Strike III		icon_skills.downblow_tex
90400	Slayer	Leaping Strike IV		icon_skills.downblow_tex
90500	Slayer	Leaping Strike V		icon_skills.downblow_tex
90600	Slayer	Leaping Strike VI		icon_skills.downblow_tex
90700	Slayer	Leaping Strike VII		icon_skills.downblow_tex
90800	Slayer	Leaping Strike VIII		icon_skills.downblow_tex
100100	Slayer	Retaliate I		icon_skills.risingattack_tex
100200	Slayer	Retaliate II		icon_skills.risingattack_tex
100300	Slayer	Retaliate III		icon_skills.risingattack_tex
100400	Slayer	Retaliate IV		icon_skills.risingattack_tex
100500	Slayer	Retaliate V		icon_skills.risingattack_tex
100600	Slayer	Retaliate VI		icon_skills.risingattack_tex
100700	Slayer	Retaliate VII		icon_skills.risingattack_tex
100800	Slayer	Retaliate VIII		icon_skills.risingattack_tex
100900	Slayer	Retaliate IX		icon_skills.risingattack_tex
101000	Slayer	Retaliate X		icon_skills.risingattack_tex
120100	Slayer	Heart Thrust I		icon_skills.stingerblade_tex
120200	Slayer	Heart Thrust II		icon_skills.stingerblade_tex
120300	Slayer	Heart Thrust III		icon_skills.stingerblade_tex
120400	Slayer	Heart Thrust IV		icon_skills.stingerblade_tex
120500	Slayer	Heart Thrust V		icon_skills.stingerblade_tex
