202	Buff	False	False	Blessing of Shakan II	Increases Power by $H_W_GOOD$value$COLOR_END.	Icon_Skills.attackup_Tex
301	Stun	True	False	Lightning Trap	Stunned. Cannot move.	Icon_Skills.shocktrap_Tex
302	Stun	True	False	Lightning Trap	Stunned. Cannot move.	Icon_Skills.shocktrap_Tex
303	Stun	True	False	Lightning Trap	Stunned. Cannot move.	Icon_Skills.shocktrap_Tex
501	Buff	True	False	Movement Speed Increases	Increases Movement Speed immensely.	Icon_Status.aura_of_wind_Tex
601	Buff	True	True	Titanic Wrath I	Increases Power by $H_W_GOOD20$COLOR_END. Increases Attack Speed by $H_W_GOOD6$COLOR_END.	Icon_Skills.rage_Tex
602	Buff	True	True	Titanic Wrath II	Increases Power by $H_W_GOOD25$COLOR_END. Increases Attack Speed by $H_W_GOOD6$COLOR_END.	Icon_Skills.rage_Tex
603	Buff	True	True	Titanic Wrath III	Increases Power by $H_W_GOOD40$COLOR_END. Increases Attack Speed by $H_W_GOOD6$COLOR_END.	Icon_Skills.rage_Tex
901	Stun	True	False	Shara's Lash	Stunned. Cannot move.	Icon_Skills.flashball_Tex
902	Buff	True	True	Noctenium Infusion	Activates a skill's noctenium effects.	Icon_Items.Union_Supplies5_Tex
903	Buff	True	False	Murderous Intent	Increases Power by $H_W_GOOD$value2$COLOR_END, Attack Speed by $H_W_GOOD$value3$COLOR_END, Crit Factor by $H_W_GOOD$value5$COLOR_END, and Movement Speed by $H_W_GOOD$value4$COLOR_END.	Icon_Skills.BattleField_High_ranking_Tex
904	Buff	True	False	Energy Stars Amplification	Increases skill damage by $H_W_GOOD10$COLOR_END for first hit. Cannot be applied to caster.	Icon_Skills.berserk_Tex
905	Buff	True	False	Regeneration Circle—MP Restoration	Replenishes MP by $H_W_GOOD$value$COLOR_END every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Status.plusmp_Tex
906	Buff	True	False	Restorative Burst—MP Restoraion	Recovers HP by $H_W_GOOD$value$COLOR_END every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Status.plusmp_Tex
907	Buff	True	False	Titanic Wrath—Acceleration	Speeds casting by $H_W_GOOD$value$COLOR_END for first skill.	Icon_Status.plusattack_Tex
908	Buff	True	False	Titanic Favor—Protection	Absorbs up to $H_W_GOOD$value$COLOR_END damage.$BRImmune to knockdown and stagger.	Icon_Status.plusedefence_Tex
910	Buff	True	True	Noctenium Infusion Test	Noctenium Infusion Test	Icon_Items.Union_Supplies5_Tex
911	Buff	True	True	Noctenium Infusion	Activates a skill's noctenium effects.	Icon_Items.Union_Supplies5_Tex
912	Buff	True	True	Noctenium Infusion	Activates a skill's noctenium effects.	Icon_Items.Union_Supplies5_Tex
913	Buff	True	True	Noctenium Infusion	Activates a skill's noctenium effects.	Icon_Items.Union_Supplies5_Tex
916	Buff	True	True	Noctenium Infusion	Activates a skill's noctenium effects.	Icon_Items.Union_Supplies5_Tex
920	Buff	True	False	Uncommon Noctenium Elixir	Increases all skill damage, and activates a skill's noctenium effects at $H_W_GOOD150%$COLOR_END. Does not stack with Noctenium Infusion.	Icon_Items.noctan_Tex
921	Buff	True	False	Rare Noctenium Elixir	Increases all skill damage, and activates a skill's noctenium effects at $H_W_GOOD150%$COLOR_END. Does not stack with Noctenium Infusion.	Icon_Items.noctan_Tex
922	Buff	True	False	Superior Noctenium Elixir	Increases all skill damage, and activates a skill's noctenium effects at $H_W_GOOD150%$COLOR_END. Does not stack with Noctenium Infusion.	Icon_Items.noctan_Tex
929	Buff	True	False	Refined Noctenium Infusion - Test	Increases all skill damage, and activates a skill's noctenium effects at $H_W_GOOD150%$COLOR_END. Does not stack with Noctenium Infusion.	Icon_Items.Union_Supplies5_Tex
1100	Buff	True	False	Potion of Cultural Opportunity	Grants hunting XP bonus of $H_W_GOOD$value$COLOR_END.	Icon_Items.potion12_Tex
1101	Buff	True	False	Adoration I	Increases hunting XP by $H_W_GOOD$value$COLOR_END.$BREffect persists through death.	Icon_Items.EXP_Buff_Potion1_Tex
1102	Buff	True	False	Festival Furor I	Increases hunting XP by $H_W_GOOD$value$COLOR_END.$BREffect persists through death.	Icon_Items.EXP_Buff_Potion2_Tex
1103	Buff	True	False	Adoration II	Increases hunting XP by $H_W_GOOD$value$COLOR_END.$BREffect persists through death.	Icon_Items.EXP_Buff_Potion1_Tex
1104	Buff	True	True	Festival Furor II	Increases hunting XP by $H_W_GOOD$value$COLOR_END.$BREffect persists through death.	Icon_Items.EXP_Buff_Potion2_Tex
1105	Buff	True	False	Powerful Potion of Cultural Opportunity	Increases hunting XP by $H_W_GOOD$value$COLOR_END.$BREffect persists through death.	Icon_Items.potion12_Tex
1106	Buff	True	True	Adoration II	Increases hunting XP by $H_W_GOOD$value$COLOR_END.$BREffect persists through death.	Icon_Items.EXP_Buff_Potion1_Tex
1107	Buff	True	True	Adoration III	Increases hunting XP by $H_W_GOOD$value$COLOR_END.$BREffect persists through death.	Icon_Items.EXP_Buff_Potion1_Tex
1110	Buff	True	True	Traveler's Balm	Seren's blessing on travelers. Increases hunting XP by $H_W_GOOD$value$COLOR_END.$BREffect persists through death.	Icon_Status.EXP_Buff_SerenSolo_Tex
1120	Buff	True	True	Seren's Torchbearer	The Goddess of the Night blesses your journey. Applies Torchlight on yourself and party members within 40m.$BREffect persists through death.	Icon_Skills.EXP_Buff_Seren_Aura_Tex
1125	Buff	True	True	Torchlight	Torchbearer nearby. Increases hunting XP by $H_W_GOOD$value$COLOR_END.$BREffect persists through death.	Icon_Status.EXP_Buff_SerenParty_Tex
1130	Buff	True	False	Heart Candy Cane	Replenishes $H_W_GOOD4%$COLOR_END of maximum MP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.HeartLollipop_Tex
1131	Buff	True	False	Heart Chocolate	Replenishes $H_W_GOOD50%$COLOR_END of maximum MP.	Icon_Items.HeartChocolate_Tex
1132	Buff	False	False	Love Letter	Stamina does not decrease.	Icon_Items.LoveLetter_Tex
1134	Buff	True	False	Goddess's Blessing	Invincible for a short period. Ends upon using any skills.	Icon_Status.ReviveNow_Status_Tex
1135	Buff	True	True	Federation's Call	Valkyon federation rewards for recruits! Doubles all Gold rewards, except for repeatable quests.	Icon_Status.plusfocus_Tex
1150	Buff	True	False	Vigorous Renewal Draught	Recovers $H_W_GOOD1%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.potion14_Tex
1151	Buff	True	False	Powerful Vigorous Renewal Draught	Recovers $H_W_GOOD1%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.potion14_Tex
1200	Buff	True	False	Infused Renewal Draught	Replenishes $H_W_GOOD$value$COLOR_END MP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.potion15_Tex
1201	Buff	True	False	Powerful Infused Renewal Draught	Replenishes $H_W_GOOD$value$COLOR_END MP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.potion15_Tex
1250	Buff	True	False	Powerful Savage Draught	Increases Power by $H_W_GOOD$value$COLOR_END.	Icon_Items.potion11_Tex
1251	Buff	True	False	Powerful Savage Draught	Increases Power by $H_W_GOOD$value$COLOR_END.	Icon_Items.potion11_Tex
1300	Buff	True	False	Tenacious Savage Draught	Increases Endurance by $H_W_GOOD$value$COLOR_END.	Icon_Items.potion17_Tex
1301	Buff	True	False	Tenacious Savage Draught	Increases Endurance by $H_W_GOOD$value$COLOR_END.	Icon_Items.potion17_Tex
1350	Buff	True	False	Powerful Rival Draught	Deal $H_W_GOOD$value$COLOR_END more damage against other players.$BREffect persists through death.	Icon_Items.potion20_Tex
1400	Buff	True	False	Tenacious Rival Draught	Take $H_W_GOOD$value$COLOR_END less damage from other players.$BREffect persists through death.	Icon_Items.potion8_Tex
1440	Buff	True	False	Bandage I	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage1_rare_Tex
1441	Buff	True	False	Bandage II	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage2_rare_Tex
1442	Buff	True	False	Bandage III	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage3_rare_Tex
1443	Buff	True	False	Bandage IV	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage4_rare_Tex
1444	Buff	True	False	Bandage V	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage5_rare_Tex
1445	Buff	True	False	Bandage VI	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage6_rare_Tex
1446	Buff	True	False	Bandage VII	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage7_rare_Tex
1450	Buff	True	False	First Aid I	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage1_Tex
1451	Buff	True	False	First Aid II	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage2_Tex
1452	Buff	True	False	First Aid III	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage3_Tex
1453	Buff	True	False	First Aid IV	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage4_Tex
1454	Buff	True	False	First Aid V	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage5_Tex
1455	Buff	True	False	First Aid VI	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Bandage6_Tex
1460	Buff	True	False	Lelyn's Bandage	Recovers $H_W_GOOD5%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.Perfect_Bandage_Tex
1461	Buff	True	False	Toruan Snacks	Recovers $H_W_GOOD4%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.RiceCake_Tex
1462	Buff	True	False	Tertas Fruit Candy	Recovers $H_W_GOOD5%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.CandyApple_Tex
1470	Buff	True	False	Speed Potion	Increases Movement Speed by $H_W_GOOD$value$COLOR_END while out of combat.	Icon_Items.potion6_Tex
1471	Buff	True	False	Speed of Youth Potion	Increases Movement Speed by $H_W_GOOD$value$COLOR_END while out of combat.	Icon_Items.potion6_Tex
1480	Buff	True	False	Zenobia's Zeal	Increases Movement Speed by $H_W_GOOD$value$COLOR_END while out of combat.	Icon_Status.plusmove_Tex
1490	Buff	True	False	Rejuvenation Potion	Recovers $H_W_GOOD5%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.potion1_Tex
1491	Buff	True	False	Valiant Potion	Recovers $H_W_GOOD6%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.potion1_Tex
1495	WeakeningEffect	True	False	Battlefield Poison	Decreases HP by 20,000 per second.	Icon_Status.poisonstatus_Tex
1510	Buff	False	False	Healing Potion	Instantly Recovers $H_W_GOOD50%$COLOR_END of maximum HP.	Icon_Items.potion5_Tex
1530	Buff	True	False	Divine Infusion	Replenishes $H_W_GOOD5%$COLOR_END of maximum MP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.potion19_Tex
1610	Buff	True	False	Rejuvenation Mote	Recovers $H_W_GOOD2%$COLOR_END of maximum HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.potion1_Tex
1630	Buff	False	False	Healing Mote	Recovers $H_W_GOOD25%$COLOR_END of maximum HP.	Icon_Items.potion5_Tex
1640	Buff	True	False	Midnight Oil	Increases crafting speed by $H_W_GOOD$value$COLOR_END.	Icon_Items.Artisan_Potion_Tex
1641	Buff	True	False	Kaiator Midnight Oil	Increases crafting speed by $H_W_GOOD$value$COLOR_END.	Icon_Items.Artisan_Lamp_Tex
1642	Buff	True	False	Castanica Midnight Oil	Increases crafting speed by $H_W_GOOD$value$COLOR_END.	Icon_Items.EvilofLight_Tex
1650	Buff	False	False	Kaia's Horn	Test	Icon_Items.Artisan_Potion_Tex
1660	Buff	False	False	Seren's Perfume	Test	Icon_Items.Artisan_Potion_Tex
1670	Buff	True	False	Game Hunter's Boon	Increases hunting XP by $H_W_GOOD3%$COLOR_END.	Icon_Status.plusfocus_Tex
1671	Buff	False	False	Mysterious Bead	No debuff tooltip display (isShow=False). If this tooltip displays, BTS is required!	Icon_Status.plusfocus_Tex
1800	WeakeningEffect	True	False	Ghostly Pallor	Decreases Power by $H_W_BAD$value$COLOR_END, Endurance by $H_W_BAD$value2$COLOR_END, and Movement Speed by $H_W_BAD$value3$COLOR_END.$BRCannot be purified or cleansed.	Icon_Status.diseasedown_Tex
2000	Buff	True	False	MP Replenishment II	Replenishes $H_W_GOOD5%$COLOR_END of maximum MP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Status.delaympgain_Tex
2010	Buff	True	False	MP Replenishment I	Replenishes $H_W_GOOD2%$COLOR_END of maximum MP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Status.delaympgain_Tex
2020	Buff	False	False	Health Burst	Recovers $H_W_GOOD35%$COLOR_END of maximum HP.	Icon_Status.delayheal_Tex
2030	Buff	True	False	Immunity Burst	Increase resistances by $H_W_GOOD$value$COLOR_END.	Icon_Status.pluseconfuseresist_Tex
2040	Buff	True	False	Indomitable Will I	Increase Endurance, Balance Factor, and resistances by $H_W_GOOD$value$COLOR_END.	Icon_Status.pluswill_Tex
2041	Buff	True	False	Indomitable Will II	Increase Endurance, Balance Factor, and resistances by $H_W_GOOD$value$COLOR_END.	Icon_Status.pluswill_Tex
2042	Buff	True	False	Indomitable Will III	Increase Endurance, Balance Factor, and resistances by $H_W_GOOD$value$COLOR_END.	Icon_Status.pluswill_Tex
2050	Buff	True	False	Bloodthirst	Increases skill damage by $H_W_GOOD$value$COLOR_END. Increases Attack Speed by $H_W_GOOD$value2$COLOR_END.	Icon_Status.BattleFieldBuff02_Tex
2051	Buff	True	True	Bloodthirsty	Killing this monster gives the $H_W_GOODBloodthirst$COLOR_END effect, which increases Attack Speed and skill damage.	Icon_Status.BattleFieldBuff02_Tex
2052	Stun	True	False	Curse of the Kumas Treasure	You can move while carrying rock candy, but you cannot attack or take other actions.	Icon_Status.diseaseup_Tex
2054	WeakeningEffect	True	False	Kumas Shuffle I	Your legs won't obey you! Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	Icon_Status.poisonup_Tex
2055	WeakeningEffect	True	False	Kumas Shuffle II	Your legs won't obey you! Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	Icon_Status.poisonup_Tex
2056	WeakeningEffect	True	False	Kumas Shuffle III	Your legs won't obey you! Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	Icon_Status.poisonup_Tex
2057	Buff	True	False	Kumas HP Recovery I	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Skills.refreshbless_Tex
2058	Buff	True	False	Kumas HP Recovery II	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Skills.refreshbless_Tex
2059	Buff	True	False	Kumas HP Recovery III	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Skills.refreshbless_Tex
2060	Buff	True	False	Victor's Ward	Absorbs up to $H_W_GOOD$value$COLOR_END damage. Immune to knockdown and stagger while in effect. Ends when maximum damage is reached regardless of duration.	Icon_Status.BattleFieldBuff01_Tex
2061	Buff	True	True	Victor's Prize	Killing this monster gives the $H_W_GOODVictor's Ward$COLOR_END effect, which absorbs damage and prevents knockdown and stagger.	Icon_Status.BattleFieldBuff01_Tex
2062	Buff	True	False	Slow Test	Increases Movement Speed by $H_W_GOOD$value$COLOR_END.	Icon_Items.Scroll_Run_Speed_Level_1_Tex
2063	WeakeningEffect	True	False	Ten Thousand Carat Burden	Decreases Movement Speed by $H_W_BAD$value$COLOR_END while carrying the rock candy.	Icon_Status.F2P_RewardBox_Tex
2064	Stun	True	False	Tons of Stun	Kumas curse! Stunned by a kumas.	Icon_Skills.flashball_Tex
2065	WeakeningEffect	True	False	Belly of the Beast	Kumas curse! Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	Icon_Skills.slow_Tex
2066	DamageOverTime	True	False	Spanked!	Kumas curse! Reduces HP by $H_W_BAD2%$COLOR_END of maximum every $H_W_BAD$tickInterval$COLOR_END. This effect cannot be removed.	Icon_Status.poisonstatus_Tex
2067	Buff	True	True	Aura of the Unyielding I—Release	Grants Aura of the Unyielding to characters within 30m. Decreases MP by $H_W_BAD$value2$COLOR_END per $H_W_BAD$tickInterval2$COLOR_END while active.	Icon_Skills.areahpgain_Tex
2068	Buff	True	True	Aura of the Unyielding I	Increases Crit Resist Factor of all characters within 30m by $H_W_GOOD$value$COLOR_END.	Icon_Status.plusciriticalresist_Tex
2069	WeakeningEffect	True	False	Weight of the Treasure	Decreases Movement Speed by $H_W_BAD$value$COLOR_END while carrying the rock candy.	Icon_Status.F2P_RewardBox_Tex
2070	Buff	True	False	Powerful Morale	Increases Power by $H_W_GOOD$value$COLOR_END, Endurance by $H_W_GOOD$value2$COLOR_END, and Attack Speed by $H_W_GOOD$value3$COLOR_END. Increases Movement Speed by $H_W_GOOD$value4$COLOR_END.	Icon_Status.BattleFieldBuff03_Tex
2071	Buff	True	True	Powerful Foe	Killing this monster gives the $H_W_GOODPowerful Morale$COLOR_END effect, which increases Power, Endurance, Attack Speed, and Movement Speed for all team members.	Icon_Status.BattleFieldBuff03_Tex
2072	Buff	True	False	Clemency	Immune to player attacks, including knockdown or stagger. Greatly improved resistance to harmful effects. Canceled upon using a combat skill.	Icon_Status.mpsuckup_Tex
2073	WeakeningEffect	True	False	Slushed!	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	Icon_Status.minusmove_Tex
2074	Stun	True	False	Iced!	Stunned. Cannot move.	Icon_Skills.paralysistrap_Tex
2075	Buff	True	False	Clemency (Baby Kumas)	Immune to player attacks, including knockdown or stagger. Greatly improved resistance to harmful effects. Canceled upon using a combat skill.	Icon_Status.mpsuckup_Tex
2080	Buff	True	True	Desperate Resolve	Increases maximum HP by $H_W_GOOD$value$COLOR_END, increases Endurance & Power by $H_W_GOOD$value2$COLOR_END. Increases Movement Speed by $H_W_GOOD$value4$COLOR_END.$BREffect disappears when the score gap between you and the opposing team diminishes.	Icon_Status.BattleFieldBuff04_Tex
2081	Buff	True	False	Thermal Layer	Absorbs up to $H_W_GOOD$value$COLOR_END damage.$BRImmune to knockdown and stagger while in effect.	Icon_Items.Scroll_Def_Protect_Level_59_Tex
2082	Buff	True	False	Thermal Layer	Greatly reduces damage from and improves resistance against other players, knockdown, and stagger.	Icon_Status.mpsuckup_Tex
2083	Buff	True	True	Cry of Retaliation I	Increases maximum HP by $H_W_GOOD$value$COLOR_END. Increases Power and Endurance by $H_W_GOOD$value2$COLOR_END. Increases Movement Speed by $H_W_GOOD$value4$COLOR_END.	Icon_Status.BattleFieldBuff04_Tex
2084	Buff	True	True	Cry of Retaliation II	Increases maximum HP by $H_W_GOOD$value$COLOR_END. Increases Power and Endurance by $H_W_GOOD$value2$COLOR_END. Increases Movement Speed by $H_W_GOOD$value4$COLOR_END.	Icon_Status.BattleFieldBuff04_Tex
2085	Buff	True	True	Cry of Retaliation III	Increases maximum HP by $H_W_GOOD$value$COLOR_END. Increases Power and Endurance by $H_W_GOOD$value2$COLOR_END. Increases Movement Speed by $H_W_GOOD$value4$COLOR_END.	Icon_Status.BattleFieldBuff04_Tex
2090	Buff	True	False	Pegasus Aura	Increases Movement Speed of any mount to $H_W_GOOD$value$COLOR_END.	Icon_Status.plusmove_Tex
2091	Buff	True	False	Speed Skating	Increases non-combat Movement Speed by $H_W_GOOD$value$COLOR_END.	Icon_Status.plusmove_Tex
2092	Stun	False	True			
2094	Buff	False	False			
2095	Buff	False	False			
2096	Stun	False	True			
2097	Stun	True	False	Skill Ban	Baby Kumas is frightened and cannot use skills except for Tantrum for 3 seconds.	Icon_Status.sealskill_Tex
2098	Stun	False	True	BTS		
2099	Buff	True	False	Aura of Healing	Gained Healing Energy from the destroyed Pallialith. HP of nearby allies will regenerate regularly.	Icon_Status.aura_of_regeneration_hp_Tex
2100	WeakeningEffect	True	False	Decelerate	Decreases Movement Speed by $H_W_BAD$value$COLOR_END.	Icon_Status.minusmove_Tex
2101	Buff	True	False	Healing Energy	Gained healing energy from Aura of Healing effect. HP increases by $H_W_GOOD$value$COLOR_END every $H_W_GOOD$tickInterval$COLOR_END. Increases Movement Speed by $H_W_GOOD$value2$COLOR_END.	Icon_Skills.refreshbless_Tex
2103	Buff	True	False	Bravery	Attack Power of Kumas Boss's Kumases increase by $H_W_GOOD$value$COLOR_END.	Icon_Status.buff_of_kaia_Tex
2104	Buff	True	False	Strong Will	Movement Speed of Baby Kumas increases by $H_W_GOOD$value$COLOR_END. Effect ends when attacking with skill.	Icon_Skills.Toughspirit_Tex
2105	WeakeningEffect	False	True	BTS	BTS	Icon_Skills.summonspiritofheal_Tex
2106	Stun	False	False	BTS	BTS	Icon_Status.sealskill_Tex
2107	Stun	False	False	BTS	BTS	Icon_Status.sealskill_Tex
2108	Buff	False	True	BTS	BTS	Icon_Status.sealskill_Tex
2109	Stun	False	False	BTS	BTS	Icon_Status.sealskill_Tex
2400	Buff	True	False	Innervation Elixir	Increases resistance to Malaise of Despair by $H_W_GOOD$value$COLOR_END. Effect stacks up to five times.	Icon_Items.potion21_Tex
2500	Buff	True	False	Healing Elixir I	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.HP_Durable_Potion_Level_1_Tex
2501	Buff	True	False	Healing Elixir II	Recovers $H_W_GOOD$value$COLOR_END HP every $H_W_GOOD$tickInterval$COLOR_END.	Icon_Items.HP_Durable_Potion_Level_9_Tex
